Station Name,model and version,XL2 S/N,,
LakeHodges_KITCARSON,Sutron XLink 500 Version 8.28 Build  8:19:24 10/11/2019 revision 3127,1911373,,
Label,Meas Type,Slope,Offset,Equation
Flow_cfs,2/10/2020,15:25:00,85.25,G
FlowVolume,2/10/2020,15:25:00,6050051.17,G
PT Level,2/10/2020,15:26:00,6.72,G
Flow_cfs,2/10/2020,15:26:00,85,G
FlowVolume,2/10/2020,15:26:00,6055151.17,G
PT Level,2/10/2020,15:27:00,6.7,G
Flow_cfs,2/10/2020,15:27:00,84.5,G
FlowVolume,2/10/2020,15:27:00,6060221.17,G
PT Level,2/10/2020,15:28:00,6.72,G
Flow_cfs,2/10/2020,15:28:00,85,G
FlowVolume,2/10/2020,15:28:00,6065321.17,G
PT Level,2/10/2020,15:29:00,6.71,G
Flow_cfs,2/10/2020,15:29:00,84.75,G
FlowVolume,2/10/2020,15:29:00,6070406.17,G
PT Level,2/10/2020,15:30:00,6.72,G
Flow_cfs,2/10/2020,15:30:00,85,G
FlowVolume,2/10/2020,15:30:00,6075506.17,G
PT Level,2/10/2020,15:31:00,6.71,G
Flow_cfs,2/10/2020,15:31:00,84.75,G
FlowVolume,2/10/2020,15:31:00,6080591.17,G
PT Level,2/10/2020,15:32:00,6.72,G
Flow_cfs,2/10/2020,15:32:00,85,G
FlowVolume,2/10/2020,15:32:00,6085691.17,G
PT Level,2/10/2020,15:33:00,6.73,G
Flow_cfs,2/10/2020,15:33:00,85.25,G
FlowVolume,2/10/2020,15:33:00,6090806.17,G
PT Level,2/10/2020,15:34:00,6.72,G
Flow_cfs,2/10/2020,15:34:00,85,G
FlowVolume,2/10/2020,15:34:00,6095906.17,G
PT Level,2/10/2020,15:35:00,6.72,G
Flow_cfs,2/10/2020,15:35:00,85,G
FlowVolume,2/10/2020,15:35:00,6101006.17,G
PT Level,2/10/2020,15:36:00,6.72,G
Flow_cfs,2/10/2020,15:36:00,85,G
FlowVolume,2/10/2020,15:36:00,6106106.17,G
PT Level,2/10/2020,15:37:00,6.72,G
Flow_cfs,2/10/2020,15:37:00,85,G
FlowVolume,2/10/2020,15:37:00,6111206.17,G
PT Level,2/10/2020,15:38:00,6.71,G
Flow_cfs,2/10/2020,15:38:00,84.75,G
FlowVolume,2/10/2020,15:38:00,6116291.17,G
PT Level,2/10/2020,15:39:00,6.72,G
Flow_cfs,2/10/2020,15:39:00,85,G
FlowVolume,2/10/2020,15:39:00,6121391.17,G
PT Level,2/10/2020,15:40:00,6.71,G
Flow_cfs,2/10/2020,15:40:00,84.75,G
FlowVolume,2/10/2020,15:40:00,6126476.17,G
PT Level,2/10/2020,15:41:00,6.73,G
Flow_cfs,2/10/2020,15:41:00,85.25,G
FlowVolume,2/10/2020,15:41:00,6131591.17,G
PT Level,2/10/2020,15:42:00,6.72,G
Flow_cfs,2/10/2020,15:42:00,85,G
FlowVolume,2/10/2020,15:42:00,6136691.17,G
PT Level,2/10/2020,15:43:00,6.7,G
Flow_cfs,2/10/2020,15:43:00,84.5,G
FlowVolume,2/10/2020,15:43:00,6141761.17,G
PT Level,2/10/2020,15:44:00,6.72,G
Flow_cfs,2/10/2020,15:44:00,85,G
FlowVolume,2/10/2020,15:44:00,6146861.17,G
PT Level,2/10/2020,15:45:00,6.72,G
Flow_cfs,2/10/2020,15:45:00,85,G
FlowVolume,2/10/2020,15:45:00,6151961.17,G
PT Level,2/10/2020,15:46:00,6.73,G
Flow_cfs,2/10/2020,15:46:00,85.25,G
FlowVolume,2/10/2020,15:46:00,6157076.17,G
PT Level,2/10/2020,15:47:00,6.72,G
Flow_cfs,2/10/2020,15:47:00,85,G
FlowVolume,2/10/2020,15:47:00,6162176.17,G
PT Level,2/10/2020,15:48:00,6.72,G
Flow_cfs,2/10/2020,15:48:00,85,G
FlowVolume,2/10/2020,15:48:00,6167276.17,G
PT Level,2/10/2020,15:49:00,6.72,G
Flow_cfs,2/10/2020,15:49:00,85,G
FlowVolume,2/10/2020,15:49:00,6172376.17,G
PT Level,2/10/2020,15:50:00,6.73,G
Flow_cfs,2/10/2020,15:50:00,85.25,G
FlowVolume,2/10/2020,15:50:00,6177491.17,G
PT Level,2/10/2020,15:51:00,6.72,G
Flow_cfs,2/10/2020,15:51:00,85,G
FlowVolume,2/10/2020,15:51:00,6182591.17,G
PT Level,2/10/2020,15:52:00,6.73,G
Flow_cfs,2/10/2020,15:52:00,85.25,G
FlowVolume,2/10/2020,15:52:00,6187706.17,G
PT Level,2/10/2020,15:53:00,6.75,G
Flow_cfs,2/10/2020,15:53:00,85.75,G
FlowVolume,2/10/2020,15:53:00,6192851.17,G
PT Level,2/10/2020,15:54:00,6.72,G
Flow_cfs,2/10/2020,15:54:00,85,G
FlowVolume,2/10/2020,15:54:00,6197951.17,G
PT Level,2/10/2020,15:55:00,6.72,G
Flow_cfs,2/10/2020,15:55:00,85,G
FlowVolume,2/10/2020,15:55:00,6203051.17,G
PT Level,2/10/2020,15:56:00,6.73,G
Flow_cfs,2/10/2020,15:56:00,85.25,G
FlowVolume,2/10/2020,15:56:00,6208166.17,G
PT Level,2/10/2020,15:57:00,6.73,G
Flow_cfs,2/10/2020,15:57:00,85.25,G
FlowVolume,2/10/2020,15:57:00,6213281.17,G
Wi-Fi Connected,2/10/2020,15:57:52,0,G
PT Level,2/10/2020,15:58:00,6.72,G
Flow_cfs,2/10/2020,15:58:00,85,G
FlowVolume,2/10/2020,15:58:00,6218381.17,G
Log Download,2/10/2020,15:58:09,0,G
Log Download,2/10/2020,15:58:22,0,G
Log Download,2/10/2020,15:58:54,0,G
PT Level,2/10/2020,15:59:00,6.73,G
Flow_cfs,2/10/2020,15:59:00,85.25,G
FlowVolume,2/10/2020,15:59:00,6223496.17,G
Log Download,2/10/2020,15:59:31,0,G
PT Level,2/10/2020,16:00:00,6.73,G
Flow_cfs,2/10/2020,16:00:00,85.25,G
FlowVolume,2/10/2020,16:00:00,6228611.17,G
Wi-Fi Disconnected,2/10/2020,16:00:22,0,G
Wi-Fi Connected,2/10/2020,16:00:44,0,G
Wi-Fi Disconnected,2/10/2020,16:00:45,0,G
PT Level,2/10/2020,16:01:00,6.72,G
Flow_cfs,2/10/2020,16:01:00,85,G
FlowVolume,2/10/2020,16:01:00,6233711.17,G
PT Level,2/10/2020,16:02:00,6.73,G
Flow_cfs,2/10/2020,16:02:00,85.25,G
FlowVolume,2/10/2020,16:02:00,6238826.17,G
PT Level,2/10/2020,16:03:00,6.72,G
Flow_cfs,2/10/2020,16:03:00,85,G
FlowVolume,2/10/2020,16:03:00,6243926.17,G
PT Level,2/10/2020,16:04:00,6.73,G
Flow_cfs,2/10/2020,16:04:00,85.25,G
FlowVolume,2/10/2020,16:04:00,6249041.17,G
PT Level,2/10/2020,16:05:00,6.72,G
Flow_cfs,2/10/2020,16:05:00,85,G
FlowVolume,2/10/2020,16:05:00,6254141.17,G
PT Level,2/10/2020,16:06:00,6.72,G
Flow_cfs,2/10/2020,16:06:00,85,G
FlowVolume,2/10/2020,16:06:00,6259241.17,G
PT Level,2/10/2020,16:07:00,6.7,G
Flow_cfs,2/10/2020,16:07:00,84.5,G
FlowVolume,2/10/2020,16:07:00,6264311.17,G
PT Level,2/10/2020,16:08:00,6.72,G
Flow_cfs,2/10/2020,16:08:00,85,G
FlowVolume,2/10/2020,16:08:00,6269411.17,G
PT Level,2/10/2020,16:09:00,6.73,G
Flow_cfs,2/10/2020,16:09:00,85.25,G
FlowVolume,2/10/2020,16:09:00,6274526.17,G
PT Level,2/10/2020,16:10:00,6.73,G
Flow_cfs,2/10/2020,16:10:00,85.25,G
FlowVolume,2/10/2020,16:10:00,6279641.17,G
PT Level,2/10/2020,16:11:00,6.72,G
Flow_cfs,2/10/2020,16:11:00,85,G
FlowVolume,2/10/2020,16:11:00,6284741.16,G
PT Level,2/10/2020,16:12:00,6.73,G
Flow_cfs,2/10/2020,16:12:00,85.25,G
FlowVolume,2/10/2020,16:12:00,6289856.16,G
PT Level,2/10/2020,16:13:00,6.72,G
Flow_cfs,2/10/2020,16:13:00,85,G
FlowVolume,2/10/2020,16:13:00,6294956.16,G
PT Level,2/10/2020,16:14:00,6.73,G
Flow_cfs,2/10/2020,16:14:00,85.25,G
FlowVolume,2/10/2020,16:14:00,6300071.16,G
PT Level,2/10/2020,16:15:00,6.73,G
Flow_cfs,2/10/2020,16:15:00,85.25,G
FlowVolume,2/10/2020,16:15:00,6305186.16,G
PT Level,2/10/2020,16:16:00,6.72,G
Flow_cfs,2/10/2020,16:16:00,85,G
FlowVolume,2/10/2020,16:16:00,6310286.16,G
PT Level,2/10/2020,16:17:00,6.71,G
Flow_cfs,2/10/2020,16:17:00,84.75,G
FlowVolume,2/10/2020,16:17:00,6315371.16,G
PT Level,2/10/2020,16:18:00,6.72,G
Flow_cfs,2/10/2020,16:18:00,85,G
FlowVolume,2/10/2020,16:18:00,6320471.16,G
PT Level,2/10/2020,16:19:00,6.72,G
Flow_cfs,2/10/2020,16:19:00,85,G
FlowVolume,2/10/2020,16:19:00,6325571.16,G
PT Level,2/10/2020,16:20:00,6.74,G
Flow_cfs,2/10/2020,16:20:00,85.5,G
FlowVolume,2/10/2020,16:20:00,6330701.16,G
PT Level,2/10/2020,16:21:00,6.72,G
Flow_cfs,2/10/2020,16:21:00,85,G
FlowVolume,2/10/2020,16:21:00,6335801.16,G
PT Level,2/10/2020,16:22:00,6.71,G
Flow_cfs,2/10/2020,16:22:00,84.75,G
FlowVolume,2/10/2020,16:22:00,6340886.16,G
PT Level,2/10/2020,16:23:00,6.72,G
Flow_cfs,2/10/2020,16:23:00,85,G
FlowVolume,2/10/2020,16:23:00,6345986.16,G
PT Level,2/10/2020,16:24:00,6.73,G
Flow_cfs,2/10/2020,16:24:00,85.25,G
FlowVolume,2/10/2020,16:24:00,6351101.16,G
PT Level,2/10/2020,16:25:00,6.72,G
Flow_cfs,2/10/2020,16:25:00,85,G
FlowVolume,2/10/2020,16:25:00,6356201.16,G
PT Level,2/10/2020,16:26:00,6.7,G
Flow_cfs,2/10/2020,16:26:00,84.5,G
FlowVolume,2/10/2020,16:26:00,6361271.16,G
PT Level,2/10/2020,16:27:00,6.7,G
Flow_cfs,2/10/2020,16:27:00,84.5,G
FlowVolume,2/10/2020,16:27:00,6366341.16,G
PT Level,2/10/2020,16:28:00,6.71,G
Flow_cfs,2/10/2020,16:28:00,84.75,G
FlowVolume,2/10/2020,16:28:00,6371426.16,G
PT Level,2/10/2020,16:29:00,6.7,G
Flow_cfs,2/10/2020,16:29:00,84.5,G
FlowVolume,2/10/2020,16:29:00,6376496.16,G
PT Level,2/10/2020,16:30:00,6.71,G
Flow_cfs,2/10/2020,16:30:00,84.75,G
FlowVolume,2/10/2020,16:30:00,6381581.16,G
PT Level,2/10/2020,16:31:00,6.7,G
Flow_cfs,2/10/2020,16:31:00,84.5,G
FlowVolume,2/10/2020,16:31:00,6386651.16,G
PT Level,2/10/2020,16:32:00,6.7,G
Flow_cfs,2/10/2020,16:32:00,84.5,G
FlowVolume,2/10/2020,16:32:00,6391721.16,G
PT Level,2/10/2020,16:33:00,6.72,G
Flow_cfs,2/10/2020,16:33:00,85,G
FlowVolume,2/10/2020,16:33:00,6396821.16,G
PT Level,2/10/2020,16:34:00,6.7,G
Flow_cfs,2/10/2020,16:34:00,84.5,G
FlowVolume,2/10/2020,16:34:00,6401891.16,G
PT Level,2/10/2020,16:35:00,6.72,G
Flow_cfs,2/10/2020,16:35:00,85,G
FlowVolume,2/10/2020,16:35:00,6406991.16,G
PT Level,2/10/2020,16:36:00,6.7,G
Flow_cfs,2/10/2020,16:36:00,84.5,G
FlowVolume,2/10/2020,16:36:00,6412061.16,G
PT Level,2/10/2020,16:37:00,6.71,G
Flow_cfs,2/10/2020,16:37:00,84.75,G
FlowVolume,2/10/2020,16:37:00,6417146.16,G
PT Level,2/10/2020,16:38:00,6.71,G
Flow_cfs,2/10/2020,16:38:00,84.75,G
FlowVolume,2/10/2020,16:38:00,6422231.16,G
PT Level,2/10/2020,16:39:00,6.7,G
Flow_cfs,2/10/2020,16:39:00,84.5,G
FlowVolume,2/10/2020,16:39:00,6427301.16,G
PT Level,2/10/2020,16:40:00,6.7,G
Flow_cfs,2/10/2020,16:40:00,84.5,G
FlowVolume,2/10/2020,16:40:00,6432371.16,G
PT Level,2/10/2020,16:41:00,6.71,G
Flow_cfs,2/10/2020,16:41:00,84.75,G
FlowVolume,2/10/2020,16:41:00,6437456.16,G
PT Level,2/10/2020,16:42:00,6.7,G
Flow_cfs,2/10/2020,16:42:00,84.5,G
FlowVolume,2/10/2020,16:42:00,6442526.16,G
PT Level,2/10/2020,16:43:00,6.71,G
Flow_cfs,2/10/2020,16:43:00,84.75,G
FlowVolume,2/10/2020,16:43:00,6447611.16,G
PT Level,2/10/2020,16:44:00,6.7,G
Flow_cfs,2/10/2020,16:44:00,84.5,G
FlowVolume,2/10/2020,16:44:00,6452681.16,G
PT Level,2/10/2020,16:45:00,6.7,G
Flow_cfs,2/10/2020,16:45:00,84.5,G
FlowVolume,2/10/2020,16:45:00,6457751.16,G
PT Level,2/10/2020,16:46:00,6.69,G
Flow_cfs,2/10/2020,16:46:00,84.25,G
FlowVolume,2/10/2020,16:46:00,6462806.16,G
PT Level,2/10/2020,16:47:00,6.7,G
Flow_cfs,2/10/2020,16:47:00,84.5,G
FlowVolume,2/10/2020,16:47:00,6467876.16,G
PT Level,2/10/2020,16:48:00,6.7,G
Flow_cfs,2/10/2020,16:48:00,84.5,G
FlowVolume,2/10/2020,16:48:00,6472946.16,G
PT Level,2/10/2020,16:49:00,6.7,G
Flow_cfs,2/10/2020,16:49:00,84.5,G
FlowVolume,2/10/2020,16:49:00,6478016.16,G
PT Level,2/10/2020,16:50:00,6.69,G
Flow_cfs,2/10/2020,16:50:00,84.25,G
FlowVolume,2/10/2020,16:50:00,6483071.16,G
PT Level,2/10/2020,16:51:00,6.69,G
Flow_cfs,2/10/2020,16:51:00,84.25,G
FlowVolume,2/10/2020,16:51:00,6488126.16,G
PT Level,2/10/2020,16:52:00,6.69,G
Flow_cfs,2/10/2020,16:52:00,84.25,G
FlowVolume,2/10/2020,16:52:00,6493181.16,G
PT Level,2/10/2020,16:53:00,6.7,G
Flow_cfs,2/10/2020,16:53:00,84.5,G
FlowVolume,2/10/2020,16:53:00,6498251.16,G
PT Level,2/10/2020,16:54:00,6.7,G
Flow_cfs,2/10/2020,16:54:00,84.5,G
FlowVolume,2/10/2020,16:54:00,6503321.16,G
PT Level,2/10/2020,16:55:00,6.68,G
Flow_cfs,2/10/2020,16:55:00,84,G
FlowVolume,2/10/2020,16:55:00,6508361.16,G
PT Level,2/10/2020,16:56:00,6.7,G
Flow_cfs,2/10/2020,16:56:00,84.5,G
FlowVolume,2/10/2020,16:56:00,6513431.16,G
PT Level,2/10/2020,16:57:00,6.69,G
Flow_cfs,2/10/2020,16:57:00,84.25,G
FlowVolume,2/10/2020,16:57:00,6518486.16,G
PT Level,2/10/2020,16:58:00,6.69,G
Flow_cfs,2/10/2020,16:58:00,84.25,G
FlowVolume,2/10/2020,16:58:00,6523541.16,G
PT Level,2/10/2020,16:59:00,6.69,G
Flow_cfs,2/10/2020,16:59:00,84.25,G
FlowVolume,2/10/2020,16:59:00,6528596.16,G
PT Level,2/10/2020,17:00:00,6.69,G
Flow_cfs,2/10/2020,17:00:00,84.25,G
FlowVolume,2/10/2020,17:00:00,6533651.16,G
PT Level,2/10/2020,17:01:00,6.67,G
Flow_cfs,2/10/2020,17:01:00,83.75,G
FlowVolume,2/10/2020,17:01:00,6538676.16,G
PT Level,2/10/2020,17:02:00,6.69,G
Flow_cfs,2/10/2020,17:02:00,84.25,G
FlowVolume,2/10/2020,17:02:00,6543731.16,G
PT Level,2/10/2020,17:03:00,6.69,G
Flow_cfs,2/10/2020,17:03:00,84.25,G
FlowVolume,2/10/2020,17:03:00,6548786.16,G
PT Level,2/10/2020,17:04:00,6.66,G
Flow_cfs,2/10/2020,17:04:00,83.5,G
FlowVolume,2/10/2020,17:04:00,6553796.16,G
PT Level,2/10/2020,17:05:00,6.68,G
Flow_cfs,2/10/2020,17:05:00,84,G
FlowVolume,2/10/2020,17:05:00,6558836.16,G
PT Level,2/10/2020,17:06:00,6.68,G
Flow_cfs,2/10/2020,17:06:00,84,G
FlowVolume,2/10/2020,17:06:00,6563876.16,G
PT Level,2/10/2020,17:07:00,6.67,G
Flow_cfs,2/10/2020,17:07:00,83.75,G
FlowVolume,2/10/2020,17:07:00,6568901.16,G
PT Level,2/10/2020,17:08:00,6.69,G
Flow_cfs,2/10/2020,17:08:00,84.25,G
FlowVolume,2/10/2020,17:08:00,6573956.16,G
PT Level,2/10/2020,17:09:00,6.68,G
Flow_cfs,2/10/2020,17:09:00,84,G
FlowVolume,2/10/2020,17:09:00,6578996.16,G
PT Level,2/10/2020,17:10:00,6.69,G
Flow_cfs,2/10/2020,17:10:00,84.25,G
FlowVolume,2/10/2020,17:10:00,6584051.16,G
PT Level,2/10/2020,17:11:00,6.67,G
Flow_cfs,2/10/2020,17:11:00,83.75,G
FlowVolume,2/10/2020,17:11:00,6589076.16,G
PT Level,2/10/2020,17:12:00,6.67,G
Flow_cfs,2/10/2020,17:12:00,83.75,G
FlowVolume,2/10/2020,17:12:00,6594101.16,G
PT Level,2/10/2020,17:13:00,6.66,G
Flow_cfs,2/10/2020,17:13:00,83.5,G
FlowVolume,2/10/2020,17:13:00,6599111.16,G
PT Level,2/10/2020,17:14:00,6.66,G
Flow_cfs,2/10/2020,17:14:00,83.5,G
FlowVolume,2/10/2020,17:14:00,6604121.16,G
PT Level,2/10/2020,17:15:00,6.67,G
Flow_cfs,2/10/2020,17:15:00,83.75,G
FlowVolume,2/10/2020,17:15:00,6609146.16,G
PT Level,2/10/2020,17:16:00,6.66,G
Flow_cfs,2/10/2020,17:16:00,83.5,G
FlowVolume,2/10/2020,17:16:00,6614156.16,G
PT Level,2/10/2020,17:17:00,6.66,G
Flow_cfs,2/10/2020,17:17:00,83.5,G
FlowVolume,2/10/2020,17:17:00,6619166.16,G
PT Level,2/10/2020,17:18:00,6.66,G
Flow_cfs,2/10/2020,17:18:00,83.5,G
FlowVolume,2/10/2020,17:18:00,6624176.16,G
PT Level,2/10/2020,17:19:00,6.66,G
Flow_cfs,2/10/2020,17:19:00,83.5,G
FlowVolume,2/10/2020,17:19:00,6629186.16,G
PT Level,2/10/2020,17:20:00,6.64,G
Flow_cfs,2/10/2020,17:20:00,83,G
FlowVolume,2/10/2020,17:20:00,6634166.16,G
PT Level,2/10/2020,17:21:00,6.66,G
Flow_cfs,2/10/2020,17:21:00,83.5,G
FlowVolume,2/10/2020,17:21:00,6639176.16,G
PT Level,2/10/2020,17:22:00,6.64,G
Flow_cfs,2/10/2020,17:22:00,83,G
FlowVolume,2/10/2020,17:22:00,6644156.16,G
PT Level,2/10/2020,17:23:00,6.67,G
Flow_cfs,2/10/2020,17:23:00,83.75,G
FlowVolume,2/10/2020,17:23:00,6649181.16,G
PT Level,2/10/2020,17:24:00,6.65,G
Flow_cfs,2/10/2020,17:24:00,83.25,G
FlowVolume,2/10/2020,17:24:00,6654176.16,G
PT Level,2/10/2020,17:25:00,6.66,G
Flow_cfs,2/10/2020,17:25:00,83.5,G
FlowVolume,2/10/2020,17:25:00,6659186.16,G
PT Level,2/10/2020,17:26:00,6.66,G
Flow_cfs,2/10/2020,17:26:00,83.5,G
FlowVolume,2/10/2020,17:26:00,6664196.16,G
PT Level,2/10/2020,17:27:00,6.67,G
Flow_cfs,2/10/2020,17:27:00,83.75,G
FlowVolume,2/10/2020,17:27:00,6669221.16,G
PT Level,2/10/2020,17:28:00,6.66,G
Flow_cfs,2/10/2020,17:28:00,83.5,G
FlowVolume,2/10/2020,17:28:00,6674231.16,G
PT Level,2/10/2020,17:29:00,6.65,G
Flow_cfs,2/10/2020,17:29:00,83.25,G
FlowVolume,2/10/2020,17:29:00,6679226.16,G
PT Level,2/10/2020,17:30:00,6.66,G
Flow_cfs,2/10/2020,17:30:00,83.5,G
FlowVolume,2/10/2020,17:30:00,6684236.16,G
PT Level,2/10/2020,17:31:00,6.65,G
Flow_cfs,2/10/2020,17:31:00,83.25,G
FlowVolume,2/10/2020,17:31:00,6689231.16,G
PT Level,2/10/2020,17:32:00,6.63,G
Flow_cfs,2/10/2020,17:32:00,82.75,G
FlowVolume,2/10/2020,17:32:00,6694196.16,G
PT Level,2/10/2020,17:33:00,6.65,G
Flow_cfs,2/10/2020,17:33:00,83.25,G
FlowVolume,2/10/2020,17:33:00,6699191.16,G
PT Level,2/10/2020,17:34:00,6.64,G
Flow_cfs,2/10/2020,17:34:00,83,G
FlowVolume,2/10/2020,17:34:00,6704171.16,G
PT Level,2/10/2020,17:35:00,6.64,G
Flow_cfs,2/10/2020,17:35:00,83,G
FlowVolume,2/10/2020,17:35:00,6709151.16,G
PT Level,2/10/2020,17:36:00,6.63,G
Flow_cfs,2/10/2020,17:36:00,82.75,G
FlowVolume,2/10/2020,17:36:00,6714116.16,G
PT Level,2/10/2020,17:37:00,6.66,G
Flow_cfs,2/10/2020,17:37:00,83.5,G
FlowVolume,2/10/2020,17:37:00,6719126.16,G
PT Level,2/10/2020,17:38:00,6.64,G
Flow_cfs,2/10/2020,17:38:00,83,G
FlowVolume,2/10/2020,17:38:00,6724106.15,G
PT Level,2/10/2020,17:39:00,6.65,G
Flow_cfs,2/10/2020,17:39:00,83.25,G
FlowVolume,2/10/2020,17:39:00,6729101.16,G
PT Level,2/10/2020,17:40:00,6.63,G
Flow_cfs,2/10/2020,17:40:00,82.75,G
FlowVolume,2/10/2020,17:40:00,6734066.16,G
PT Level,2/10/2020,17:41:00,6.63,G
Flow_cfs,2/10/2020,17:41:00,82.75,G
FlowVolume,2/10/2020,17:41:00,6739031.16,G
PT Level,2/10/2020,17:42:00,6.63,G
Flow_cfs,2/10/2020,17:42:00,82.75,G
FlowVolume,2/10/2020,17:42:00,6743996.16,G
PT Level,2/10/2020,17:43:00,6.63,G
Flow_cfs,2/10/2020,17:43:00,82.75,G
FlowVolume,2/10/2020,17:43:00,6748961.16,G
PT Level,2/10/2020,17:44:00,6.64,G
Flow_cfs,2/10/2020,17:44:00,83,G
FlowVolume,2/10/2020,17:44:00,6753941.16,G
PT Level,2/10/2020,17:45:00,6.61,G
Flow_cfs,2/10/2020,17:45:00,82.25,G
FlowVolume,2/10/2020,17:45:00,6758876.16,G
PT Level,2/10/2020,17:46:00,6.63,G
Flow_cfs,2/10/2020,17:46:00,82.75,G
FlowVolume,2/10/2020,17:46:00,6763841.16,G
PT Level,2/10/2020,17:47:00,6.62,G
Flow_cfs,2/10/2020,17:47:00,82.5,G
FlowVolume,2/10/2020,17:47:00,6768791.16,G
PT Level,2/10/2020,17:48:00,6.6,G
Flow_cfs,2/10/2020,17:48:00,82,G
FlowVolume,2/10/2020,17:48:00,6773711.16,G
PT Level,2/10/2020,17:49:00,6.63,G
Flow_cfs,2/10/2020,17:49:00,82.75,G
FlowVolume,2/10/2020,17:49:00,6778676.16,G
PT Level,2/10/2020,17:50:00,6.62,G
Flow_cfs,2/10/2020,17:50:00,82.5,G
FlowVolume,2/10/2020,17:50:00,6783626.16,G
PT Level,2/10/2020,17:51:00,6.61,G
Flow_cfs,2/10/2020,17:51:00,82.25,G
FlowVolume,2/10/2020,17:51:00,6788561.16,G
PT Level,2/10/2020,17:52:00,6.6,G
Flow_cfs,2/10/2020,17:52:00,82,G
FlowVolume,2/10/2020,17:52:00,6793481.16,G
PT Level,2/10/2020,17:53:00,6.6,G
Flow_cfs,2/10/2020,17:53:00,82,G
FlowVolume,2/10/2020,17:53:00,6798401.16,G
PT Level,2/10/2020,17:54:00,6.6,G
Flow_cfs,2/10/2020,17:54:00,82,G
FlowVolume,2/10/2020,17:54:00,6803321.16,G
PT Level,2/10/2020,17:55:00,6.6,G
Flow_cfs,2/10/2020,17:55:00,82,G
FlowVolume,2/10/2020,17:55:00,6808241.16,G
PT Level,2/10/2020,17:56:00,6.61,G
Flow_cfs,2/10/2020,17:56:00,82.25,G
FlowVolume,2/10/2020,17:56:00,6813176.16,G
PT Level,2/10/2020,17:57:00,6.6,G
Flow_cfs,2/10/2020,17:57:00,82,G
FlowVolume,2/10/2020,17:57:00,6818096.16,G
PT Level,2/10/2020,17:58:00,6.6,G
Flow_cfs,2/10/2020,17:58:00,82,G
FlowVolume,2/10/2020,17:58:00,6823016.16,G
PT Level,2/10/2020,17:59:00,6.6,G
Flow_cfs,2/10/2020,17:59:00,82,G
FlowVolume,2/10/2020,17:59:00,6827936.16,G
PT Level,2/10/2020,18:00:00,6.6,G
Flow_cfs,2/10/2020,18:00:00,82,G
FlowVolume,2/10/2020,18:00:00,6832856.15,G
PT Level,2/10/2020,18:01:00,6.58,G
Flow_cfs,2/10/2020,18:01:00,81.5,G
FlowVolume,2/10/2020,18:01:00,6837746.15,G
PT Level,2/10/2020,18:02:00,6.58,G
Flow_cfs,2/10/2020,18:02:00,81.5,G
FlowVolume,2/10/2020,18:02:00,6842636.15,G
PT Level,2/10/2020,18:03:00,6.6,G
Flow_cfs,2/10/2020,18:03:00,82,G
FlowVolume,2/10/2020,18:03:00,6847556.15,G
PT Level,2/10/2020,18:04:00,6.59,G
Flow_cfs,2/10/2020,18:04:00,81.75,G
FlowVolume,2/10/2020,18:04:00,6852461.15,G
PT Level,2/10/2020,18:05:00,6.58,G
Flow_cfs,2/10/2020,18:05:00,81.5,G
FlowVolume,2/10/2020,18:05:00,6857351.15,G
PT Level,2/10/2020,18:06:00,6.58,G
Flow_cfs,2/10/2020,18:06:00,81.5,G
FlowVolume,2/10/2020,18:06:00,6862241.15,G
PT Level,2/10/2020,18:07:00,6.57,G
Flow_cfs,2/10/2020,18:07:00,81.25,G
FlowVolume,2/10/2020,18:07:00,6867116.15,G
PT Level,2/10/2020,18:08:00,6.57,G
Flow_cfs,2/10/2020,18:08:00,81.25,G
FlowVolume,2/10/2020,18:08:00,6871991.16,G
PT Level,2/10/2020,18:09:00,6.58,G
Flow_cfs,2/10/2020,18:09:00,81.5,G
FlowVolume,2/10/2020,18:09:00,6876881.15,G
PT Level,2/10/2020,18:10:00,6.58,G
Flow_cfs,2/10/2020,18:10:00,81.5,G
FlowVolume,2/10/2020,18:10:00,6881771.15,G
PT Level,2/10/2020,18:11:00,6.6,G
Flow_cfs,2/10/2020,18:11:00,82,G
FlowVolume,2/10/2020,18:11:00,6886691.15,G
PT Level,2/10/2020,18:12:00,6.57,G
Flow_cfs,2/10/2020,18:12:00,81.25,G
FlowVolume,2/10/2020,18:12:00,6891566.15,G
PT Level,2/10/2020,18:13:00,6.58,G
Flow_cfs,2/10/2020,18:13:00,81.5,G
FlowVolume,2/10/2020,18:13:00,6896456.15,G
PT Level,2/10/2020,18:14:00,6.57,G
Flow_cfs,2/10/2020,18:14:00,81.25,G
FlowVolume,2/10/2020,18:14:00,6901331.16,G
PT Level,2/10/2020,18:15:00,6.57,G
Flow_cfs,2/10/2020,18:15:00,81.25,G
FlowVolume,2/10/2020,18:15:00,6906206.16,G
PT Level,2/10/2020,18:16:00,6.57,G
Flow_cfs,2/10/2020,18:16:00,81.25,G
FlowVolume,2/10/2020,18:16:00,6911081.16,G
PT Level,2/10/2020,18:17:00,6.55,G
Flow_cfs,2/10/2020,18:17:00,80.75,G
FlowVolume,2/10/2020,18:17:00,6915926.16,G
PT Level,2/10/2020,18:18:00,6.57,G
Flow_cfs,2/10/2020,18:18:00,81.25,G
FlowVolume,2/10/2020,18:18:00,6920801.16,G
PT Level,2/10/2020,18:19:00,6.57,G
Flow_cfs,2/10/2020,18:19:00,81.25,G
FlowVolume,2/10/2020,18:19:00,6925676.16,G
